source,target,follower_count
715901816857358336,43180593,
715901816857358336,1573330198048776192,
715901816857358336,1349834227261517827,
715901816857358336,1376941735134162948,
715901816857358336,1069254908405301250,
715901816857358336,1573152726036332544,
715901816857358336,1581281334,
715901816857358336,476442618,
715901816857358336,1387392082365620225,
715901816857358336,1532858664331186177,
715901816857358336,1253393155304460293,
715901816857358336,926792295407423488,
715901816857358336,1573007208287293440,
715901816857358336,1338740495057612800,
715901816857358336,1566437816707739648,
715901816857358336,1572996558466981889,
715901816857358336,925786639,
715901816857358336,1236906879441227777,
715901816857358336,2899845876,
715901816857358336,1571508415070932993,
715901816857358336,1558715745441546240,
715901816857358336,2414098339,
715901816857358336,960730032,
715901816857358336,2267299606,
715901816857358336,1473347915389222914,
715901816857358336,970346439141462018,
715901816857358336,12448922,
715901816857358336,15134836,
715901816857358336,370909948,
715901816857358336,938769438035230720,
715901816857358336,1568744144972947472,
715901816857358336,570043621,
715901816857358336,1571122276917022721,
715901816857358336,895365150341042176,
715901816857358336,1313241970211540992,
715901816857358336,1361559997,
715901816857358336,1267310866149658624,
715901816857358336,1485692134934020097,
715901816857358336,172576608,
715901816857358336,1952360101,
715901816857358336,468349474,
715901816857358336,2740994424,
715901816857358336,4724970244,
715901816857358336,1538394778475315200,
715901816857358336,1571762758479220738,
715901816857358336,1572460698529046529,
715901816857358336,1540395099938426881,
715901816857358336,1563090610998808577,
715901816857358336,31034185,
715901816857358336,1561987851184914433,
715901816857358336,727173577888423937,
715901816857358336,2328874112,
715901816857358336,1571348602823544832,
715901816857358336,1468317933814558720,
715901816857358336,48461732,
715901816857358336,417817960,
715901816857358336,1011679335063973888,
715901816857358336,1000317647647526912,
715901816857358336,1572152504921505797,
715901816857358336,1499423553460047876,
715901816857358336,32387429,
715901816857358336,1385474397461483520,
715901816857358336,1402327128742547462,
715901816857358336,1571935448812994562,
715901816857358336,942931166751084549,
715901816857358336,1566788729603235840,
715901816857358336,1219708867203993600,
715901816857358336,208557364,
715901816857358336,739563451,
715901816857358336,1339117302449487874,
715901816857358336,3160777552,
715901816857358336,1571829990882246657,
715901816857358336,1501496574551244801,
715901816857358336,28760338,
715901816857358336,1500759222283554816,
715901816857358336,1490932515288514560,
715901816857358336,216973276,
715901816857358336,1134989662198673413,
715901816857358336,1561648866801647616,
715901816857358336,1095339963598565378,
715901816857358336,1324491264,
715901816857358336,1571622050971746304,
715901816857358336,1221932623,
715901816857358336,256172430,
715901816857358336,1571529634545557505,
715901816857358336,1244231714492370944,
715901816857358336,1509018850536345601,
715901816857358336,1457107493734150146,
715901816857358336,1571174391878123522,
715901816857358336,733815533737545729,
715901816857358336,1419158421136314369,
715901816857358336,1570721390394843137,
715901816857358336,883107726154489857,
715901816857358336,1563074478246330369,
715901816857358336,535919227,
715901816857358336,1519068527021359104,
715901816857358336,1212581962721816576,
715901816857358336,104759323,
715901816857358336,3084700072,
715901816857358336,1485078971834580996,
715901816857358336,1379089210234310659,
715901816857358336,949232600,
715901816857358336,1571065150777749509,
715901816857358336,940362899251441680,
715901816857358336,1218453443079176193,
715901816857358336,248753400,
715901816857358336,1568672097471184900,
715901816857358336,1570821840238702593,
715901816857358336,1477974929614245888,
715901816857358336,1499142504284704768,
715901816857358336,1557789622947684353,
715901816857358336,235414812,
715901816857358336,1570712608596168706,
715901816857358336,1467286189581479944,
715901816857358336,246893514,
715901816857358336,1010590629708091393,
715901816857358336,496209433,
715901816857358336,462672974,
715901816857358336,114186200,
715901816857358336,1565105852008497154,
715901816857358336,822659010268643329,
715901816857358336,1569352337243914244,
715901816857358336,1399980220610875393,
715901816857358336,2415037387,
715901816857358336,1191689719102488580,
715901816857358336,128991347,
715901816857358336,224795031,
715901816857358336,2748292708,
715901816857358336,1473941160632664070,
715901816857358336,21860216,
715901816857358336,966829515849781248,
715901816857358336,1082464561511518209,
715901816857358336,1570430727006875648,
715901816857358336,1545651058445529088,
715901816857358336,1570401694001012737,
715901816857358336,1299216685249916928,
715901816857358336,1280135200689790976,
715901816857358336,1904093071,
715901816857358336,1278213166950871040,
715901816857358336,842023771196149760,
715901816857358336,1569917379030974467,
715901816857358336,722612251740413952,
715901816857358336,1570125537829593089,
715901816857358336,587263378,
715901816857358336,1438521722467127296,
715901816857358336,1278644235697258497,
715901816857358336,947408978241187843,
715901816857358336,1551162367748210688,
715901816857358336,1169300530885214209,
715901816857358336,1569315371735449600,
715901816857358336,1391767386244763650,
715901816857358336,404415006,
715901816857358336,1568082432930234370,
715901816857358336,730148407856275458,
715901816857358336,1296734305,
715901816857358336,1529092993,
715901816857358336,1560684328203722752,
715901816857358336,1520731863593193473,
715901816857358336,1370150416525197315,
715901816857358336,1569719039815225344,
715901816857358336,1569702239903817728,
715901816857358336,1569688635200655367,
715901816857358336,1518892243243106305,
715901816857358336,476009841,
715901816857358336,1500016076880551942,
715901816857358336,1517290628727468032,
715901816857358336,14918767,
715901816857358336,1302397557088362496,
715901816857358336,1538389503408488452,
715901816857358336,38737841,
715901816857358336,2327345341,
715901816857358336,212835850,
715901816857358336,885672943,
715901816857358336,1527929148064288768,
715901816857358336,3025525556,
715901816857358336,3044674474,
715901816857358336,1444686749335269379,
715901816857358336,1569198715449245696,
715901816857358336,2518077715,
715901816857358336,1565678427272790017,
715901816857358336,258761260,
715901816857358336,1494103950878031875,
715901816857358336,1477604716817182721,
715901816857358336,1530223726880608257,
715901816857358336,1126495206067646464,
715901816857358336,1569020729114468354,
715901816857358336,951046694749261824,
715901816857358336,1565742113530208260,
715901816857358336,1473779191829127168,
715901816857358336,1420813293401354249,
715901816857358336,748861828080349184,
715901816857358336,1368565783467491341,
715901816857358336,1348962020,
715901816857358336,1470403483526471695,
715901816857358336,1566275290602450944,
715901816857358336,1556802924168105984,
715901816857358336,2848773465,
715901816857358336,1478864262021980169,
715901816857358336,1567179535426396160,
715901816857358336,1326945056,
715901816857358336,561480439,
715901816857358336,3317198286,
715901816857358336,852961503212916737,
715901816857358336,92235150,
715901816857358336,1285806623038951425,
715901816857358336,1522551089618427904,
715901816857358336,112208485,
715901816857358336,1331258065346293760,
715901816857358336,1568379354748420096,
715901816857358336,1568319969556930561,
715901816857358336,1568356938798301184,
715901816857358336,1052335789273690113,
715901816857358336,924958479785320448,
715901816857358336,777538710942326784,
715901816857358336,1478538349530914816,
715901816857358336,1568219013192290305,
715901816857358336,1553560608938725376,
715901816857358336,2435581693,
715901816857358336,1465790675912384520,
715901816857358336,1515498339734749185,
715901816857358336,247723360,
715901816857358336,95885979,
715901816857358336,74422452,
715901816857358336,1539433672943751174,
715901816857358336,505172647,
715901816857358336,1474422976749703182,
715901816857358336,65006029,
715901816857358336,111743,
715901816857358336,1396615593277763585,
715901816857358336,68806576,
715901816857358336,1554495624153862146,
715901816857358336,1567743850130833409,
715901816857358336,38170175,
715901816857358336,1563909582635708416,
715901816857358336,1526926730,
715901816857358336,624395100,
715901816857358336,4026520329,
715901816857358336,3957926476,
715901816857358336,1560831000422129669,
715901816857358336,907752478887657472,
715901816857358336,1446030908,
715901816857358336,1448364944550989825,
715901816857358336,1562777919839432704,
715901816857358336,803857964322824196,
715901816857358336,1519747181015711744,
715901816857358336,558499967,
715901816857358336,254960325,
715901816857358336,1016349553128136704,
715901816857358336,1428856565117882378,
715901816857358336,20000527,
715901816857358336,883707388011859968,
715901816857358336,1407059938627706880,
715901816857358336,79069971,
715901816857358336,766663020328128512,
715901816857358336,1566891061926133760,
715901816857358336,1354416995136118784,
715901816857358336,1496456297834860544,
715901816857358336,1448104538674712577,
715901816857358336,1553516367520813057,
715901816857358336,40259873,
715901816857358336,2194775997,
715901816857358336,1566022082064187392,
715901816857358336,1416756667191021574,
715901816857358336,1483074607414648832,
715901816857358336,1349088780251226112,
715901816857358336,1327104782348140545,
715901816857358336,739902586627756032,
715901816857358336,816245815098441729,
715901816857358336,15461593,
715901816857358336,1558878497585922048,
715901816857358336,597636062,
715901816857358336,987821445928701955,
715901816857358336,2408824588,
715901816857358336,1062903696424648704,
715901816857358336,1566479192380035072,
715901816857358336,1558479587675238400,
715901816857358336,1309634608594595841,
715901816857358336,1556670763146551296,
715901816857358336,248398323,
715901816857358336,1566312955536236544,
715901816857358336,1566307399526674433,
715901816857358336,1521430765199835137,
715901816857358336,2495209171,
715901816857358336,1438205575607762946,
715901816857358336,101061972,
715901816857358336,1562384375844864000,
715901816857358336,1474902518090059776,
715901816857358336,1471534530565750789,
715901816857358336,888454723522756608,
715901816857358336,619240290,
715901816857358336,186972085,
715901816857358336,1340652238327468033,
715901816857358336,103621056,
715901816857358336,1509541003837186049,
715901816857358336,18694242,
715901816857358336,1061990988992929793,
715901816857358336,168874265,
715901816857358336,1328637261915717634,
715901816857358336,1486351610968166406,
715901816857358336,997407544304807938,
715901816857358336,2977791140,
715901816857358336,784154252,
715901816857358336,1530245871803195393,
715901816857358336,1565867245326241793,
715901816857358336,2619141772,
715901816857358336,2694628391,
715901816857358336,857862507758854145,
715901816857358336,1550653359811616772,
715901816857358336,1099726027947937792,
715901816857358336,1345472287198351360,
715901816857358336,502204597,
715901816857358336,996120365754699776,
715901816857358336,1404472892491014146,
715901816857358336,1411702543894429700,
715901816857358336,1437184989494452229,
715901816857358336,376490495,
715901816857358336,2164772544,
715901816857358336,1133144940693917696,
715901816857358336,62844664,
715901816857358336,834680070,
715901816857358336,1565674500993290241,
715901816857358336,1497045920550031362,
715901816857358336,1563796170589507585,
715901816857358336,2869062134,
715901816857358336,3367880114,
715901816857358336,1355091781717618689,
715901816857358336,1560152310340517889,
715901816857358336,1565546735803310080,
715901816857358336,220557596,
715901816857358336,903037195698585600,
715901816857358336,879722834377023488,
715901816857358336,1299787553630027779,
715901816857358336,1408686433,
715901816857358336,313666920,
715901816857358336,1465421128671776769,
715901816857358336,1419681683322728455,
715901816857358336,720644142,
715901816857358336,898416970571198464,
715901816857358336,906423681928359936,
715901816857358336,1035571104956461058,
715901816857358336,768600850189082624,
