,User,Date Created,Number of Likes,Source of Tweet,Tweet,Feeling
98,ZeeTVAPAC,2022-01-05 12:25:19+00:00,2,Twitter Web App,"Expect the unexpected from these young sharp minds of Singapore! 
Get ready to meet the champions in @mysinda presents Champ Coder, a coding hackathon on Sunday 9th January, at 6:30 PM &amp; 11:30 PM (SGT), only on #ZeeTVAPAC

#TheLavenderSpaceshipProjectSTEMReadyGirls #KidsgetCoding https://t.co/oqRRddInQz",Positive
99,ariftukiman,2022-01-02 02:02:58+00:00,0,Twitter Web App,"2014
I joined many hackathons and startup community events, and I even went to Singapore for one DBS Bank Hackathon challenge.

My objective is to start exploring the outside world and expand my network. https://t.co/EyHltuhl1q",Positive
100,Hannidew,2021-12-30 11:01:42+00:00,0,Twitter for Android,"Could you showcase your database skills to create a unique cloud-based product solution for Huawei? Enter the Huawei Hackathon Singapore Challenge - your opportunity to compete for cash prizes, employment opportunities and more https://t.co/qTvWiq0jND",Positive
101,prettiercam,2021-12-30 10:15:16+00:00,0,icopond,"Singapore, Singapore, 28th December, 2021, Hackathon To Support Developers And Promote Growing GameFi Trend Leading NFT marketplace APENFT, in partnership with TRON, one of the world’s largest and most popular blockchain-based operating systems, has launched #tron #crypto https://t.co/aMnaXiZ28b",Positive
102,SGInnovate,2021-12-29 09:25:00+00:00,0,Twitter for Advertisers,"Join the #HUAWEICLOUDSPARK Hackathon Singapore 2022 to win up to US$15,000 &amp; get fast-tracked access to roles within @Huawei &amp; the Spark Programme portfolio startups.

💥 Open to students &amp; recent graduates
💥 Solutions must be developed using @Huaweiit's tools

Find out more:",Positive
103,criptikos,2021-12-28 17:38:21+00:00,0,IFTTT,"Singapore, Singapore, 28th December, 2021,

Hackathon To Support Developers And Promote Growing GameFi Trend

Leading NFT marketplace APENFT, in partnership with TRON, one of the world’s largest and most popular blockchain-based operating systems, has la… https://t.co/oDRNwXgTk5",Positive
104,TechCoffeeHouse,2021-12-23 02:00:11+00:00,0,WordPress.com,Singapore Hackathon to find community-driven solutions to local challenges https://t.co/WGO1YyIqqe,Positive
105,rishabh16_,2021-12-23 01:07:14+00:00,15,Twitter Web App,"Going for a hackathon after VERY, VERY long time. All the popular ones in Singapore got cancelled coz of covid 😭😭

This is gonna hit different frfr",Negative
106,LAHSGwalior,2021-12-22 07:23:19+00:00,2,Twitter Web App,"ICode Global Hackathon Final Results 
🏆 LAHS Gwalior students BAG ALL TOP 10 POSITIONS IN INDIA &amp; TOP 50 POSITIONS GLOBALLY  🏆L  Competing with Top schools from Countries  like USA, Israel, China, Singapore, UAE, and others. https://t.co/b3L44Qohh6",Positive
107,MadGrowr,2021-12-18 05:04:34+00:00,0,Twitter for iPhone,"After the dear to Bill and Melinda Gates Foundation project Mojaloop failed to deliver airdrops with UBI to Myanmar opposition, the job was done by crypto
In Singapore couple of months ago a CBDC Hackathon was held that couldn’t produce viable solution for CBDC that is not crypto",Positive
108,genie_sg,2021-12-16 12:10:47+00:00,5,EveryoneSocial,"We're happy to share that 70 students across Asia Pacific, including the Philippines, Australia, Malaysia, Singapore, and India, took part in our APAC Secur’IT Cup hackathon last month! See who bagged the prize in this report. https://t.co/IQD8fSHwrJ https://t.co/KksWktGkg8",Positive
109,gsdeveloper,2021-12-15 10:00:01+00:00,6,Sprinklr Publishing,"Only 7 days left to sign up for GS ENGage 2021, our Hackathon in Singapore! Join us to showcase your coding &amp; problem solving skills. Submission deadline is December 22: https://t.co/IAPgSBRZbp #GSEngineering https://t.co/vwamhqWVPi",Positive
110,gsdeveloper,2021-12-13 17:00:01+00:00,2,Sprinklr Publishing,A chance to develop a data solution to extract and transform ESG data to a well-curated data model. Join our virtual hackathon GS ENGage 2021 with #GSEngineering Singapore: https://t.co/H1rSNPlk41,Positive
111,gsdeveloper,2021-12-08 23:44:28+00:00,3,Sprinklr Publishing,Interested in designing a system that streamlines the report generation process? Join our virtual hackathon GS ENGage 2021 with #GSEngineering Singapore: https://t.co/TVsrTilwRD,Positive
112,PwC_Singapore,2021-12-08 09:56:37+00:00,2,Twitter Web App,It is exciting to see #undergraduate talent putting their skills and ideas to address #CloudSecurity problem statements in our #Hackathon Challenge 2021. Congratulations to #HackaDay2021’s Singapore winner - ‘onlyHats’ from Singapore Institute of Management! https://t.co/wkOkCVLWHb,Positive
113,tangenghui,2021-12-06 03:36:58+00:00,0,Twitter Web App,"Moledao launched global Web 3.0 #Hackathon for #blockchain enthusiasts 

https://t.co/cFWhtnoPdV

#Singapore #FinTech #Technology",Positive
114,sanleeyiqian,2021-12-05 16:01:08+00:00,0,EveryoneSocial,"We're happy to share that 70 students across Asia Pacific, including the Philippines, Australia, Malaysia, Singapore, and India, took part in our APAC Secur’IT Cup hackathon last month! See who bagged the prize in this report. https://t.co/xfDXrphLtG https://t.co/GbGKhS3XKb",Positive
115,GMCInnovation,2021-12-04 20:02:51+00:00,0,givemechallenge,"Huawei Cloud Spark Hackathon Singapore 2022 | Are you a technology enthusiast, talented developer or aspiring entrepreneur? We are thrilled to announce the launch of the very first...
Follow us ||  #Competitions #Scholarships #Contests
https://t.co/i2XCXVtfnj https://t.co/fc5BeCvGm5",Positive
116,HuobiSg,2021-12-04 01:31:53+00:00,6,Twitter for Android,"Our CEO Edward Chen will be participating as one of the judges in the Singapore Blockchain Innovation Challenge Hackathon happening today. More info here: https://t.co/hba4lvvTUi 
#hackathon #Blockchain #sbip",Positive
117,Ruksana63232544,2021-12-03 15:33:16+00:00,0,EveryoneSocial,"We're happy to share that 70 students across Asia Pacific, including the Philippines, Australia, Malaysia, Singapore, and India, took part in our APAC Secur’IT Cup hackathon last month! See who bagged the prize in this report. https://t.co/5xbI6saWfW https://t.co/5izd61F4AT",Positive
118,HuobiTech,2021-12-03 10:14:37+00:00,16,Twitter Web App,".@HuobiSg CEO Edward Chen will be participating as one of the judges in the Singapore Blockchain Innovation Challenge Hackathon tomorrow. 
More info here: https://t.co/qK8tcsNGbQ 
#hackathon #Blockchain",Positive
119,PetrFedorovCHR,2021-12-03 06:56:03+00:00,0,EveryoneSocial,"We're happy to share that 70 students across Asia Pacific, including the Philippines, Australia, Malaysia, Singapore, and India, took part in our APAC Secur’IT Cup hackathon last month! See who bagged the prize in this report. https://t.co/wpDsfSaDTe https://t.co/FQn7XsWHqJ",Positive
120,codingal,2021-11-30 08:30:00+00:00,0,HubSpot,"We are happy to announce the Code Connect Hackathon winners! 🎉
Winners: V Sreevatsav, C V R Memorial Eng. Med. School, Anantapur
1st runner-up: Vibhu, Yuvabharathi International School, Singapore
2nd runner-up: Hasna Mariyam. P, San Academy, Chennai
 Congratulations to all!🙂 https://t.co/XOcM4BB431",Positive
121,PwC_Singapore,2021-11-18 10:32:52+00:00,1,Twitter Web App,Registration is closing soon! Sign up for our Hackathon Challenge 2021 by 24 November if you’re a penultimate or final year university student in Singapore with a passion for #CyberSecurity and stand a chance to win cash prizes and an internship with us. https://t.co/FfMZ0kD3EI,Positive
122,agorize,2021-11-18 10:00:01+00:00,0,Zoho Social,"Enter the Huawei Hackathon Singapore Challenge - your opportunity to compete for cash prizes, employment opportunities, and the prestige of working with a leading global brand! 👉🏻 https://t.co/IE7uKSWcJq https://t.co/66NDhft6Ay",Positive
123,PwC_Singapore,2021-11-12 10:10:26+00:00,1,Twitter Web App,Calling all penultimate &amp; final year uni students in Singapore: We’re looking for creative minds to help enhance #CloudSecurity for companies at our Hackathon Challenge 2021! Register by 19 Nov to stand a chance to win cash prizes &amp; an internship with us. https://t.co/FfMZ0kD3EI,Positive
124,codingal,2021-11-12 10:00:00+00:00,0,HubSpot,"We are happy to announce the Code Spartans Hackathon winners! 🎉

Winner: Samhith Gurajapu, @JSSPSHSR, Bengaluru
1st runner-up: V Sreevatsav, CVR Memorial School, Anantpur
2nd runner-up: Vibhu, Yuvabharathi International School, Singapore

Congratulations to all the winners! 🙂 https://t.co/Bs983MMIWR",Positive
125,XilinxInc,2021-11-09 01:55:02+00:00,11,Sprout Social,"Women from universities in Beijing, Hong Kong, Shanghai, and Singapore came together for Xilinx's All Women Thematic #Hackathon. All participants built 2WD cars using Xilinx #PYNQ boards. Congrats to all the teams!

Learn about the event: https://t.co/eFL1kl5spq

#Womenintech https://t.co/MgoLjcD5oX",Positive
126,Yen_zv,2021-11-03 05:39:40+00:00,0,Twitter Web App,@mindsgn hello，we're a team in Singapore and we're about to host a high-prize hackathon. would u like to do something with us?,Positive
127,covcampus,2021-11-02 16:31:08+00:00,9,Agorapulse app,"A recent project led by Coventry University brought together students from the UK and Singapore to take part in a hackathon, with the aim to create and pitch business ideas that supported Net Carbon Zero objectives: https://t.co/cauTOpR3UK @CU_Singapore @COP26 https://t.co/nt1UnRPTT8",Positive
128,CU_Singapore,2021-10-30 09:13:20+00:00,3,Twitter for Android,"Congratulations to the winners of 2021 UKSAEI Climate Change and Sustainability Hackathon 🥳🥳
Established in April 2021, UKSAEI brings together 12 UK and 5 Singapore universities to promote collaboration in Entrepreneurship and Innovation.
#entrepeneurship #innovation https://t.co/8h6LEnOAMJ",Positive
129,dbsbank,2021-10-29 04:07:12+00:00,3,Sprinklr Publishing,"An idea to equip female Telegram users with safety and privacy functions such as watermarking and face blurring is among the winners at this year's Hackathon for a Better World, organised by DBS, @SingaporeMCI and the Singapore Judiciary https://t.co/i7T2jRRBd1

Photo: Go Women https://t.co/9zaBLRx62C",Positive
130,moledao_io,2021-10-18 12:08:52+00:00,1,Twitter for iPhone,#nowhiring #Hiring #startup #blockchain #blockchaineducation #hackathon #singapore,Neutral
131,HawksightCo,2021-10-13 14:26:22+00:00,25,Twitter Web App,"☀️We are Singapore-based, backed by European investors, founded by Filipinos &amp; Indonesians, winners of @SCB10X_OFFICIAL Global DeFi Hackathon, and driving DeFi adoption Globally

🔥And we have joined @solana #IGNITION LFG

@austin_federa @therealchaseeb
@aeyakovenko @rajgokal https://t.co/8Gk4o5bTFI",Positive
132,livestormapp,2021-10-13 09:38:07+00:00,6,Twitter Web App,"1/ 

A very big congrats to the winners of our first virtual #hackathon 🎉

Our Demo Day was truly a global event, with finalists tuning in from France, Italy, South Africa, India and Singapore!

Take a look at their creative Livestorm Plugins:

(a thread 🧵) https://t.co/nSlevmrCvA",Positive
133,thebu11runner,2021-10-12 15:27:12+00:00,33,Twitter for Android,"SDF has partnered with academic programs around the world 🌎 🎓

Including Berkeley, London, Singapore, Cyprus 

Stellar also provides a range of resources to students outside of those partnerships, including grants &amp; guest lectures, as well as hackathon events

#Stellar $XLM",Positive
134,_pict_acm_,2021-10-07 05:30:47+00:00,1,Twitter Web App,"💫 He has been felicitated by Prime Minister of India, Shri Narendra Modi for representing India as a part of the national hackathon team for Singapore-India Hackathon. 🤩",Negative
135,RMITVietnam,2021-09-23 01:00:04+00:00,2,Buffer,"Going up against 28 teams from Singapore and the region, a team of five @RMITVietnam students took home third place at Singapore #HumanResource Institute’s (SHRI) Annual Hackathon. Read more: https://t.co/oqu06FjXKi https://t.co/ndqS8CnC0o",Neutral
136,thirstonline,2021-09-21 13:30:02+00:00,1,Buffer,"Will the pandemic be an inflection point for digital missions?

Mervyn Lee from @indigitous Singapore lays down this challenge and throws out an invitation to virtual hackathon #HACK2021. 
https://t.co/hnLbbkcerS",Positive
137,jais_george,2021-09-21 10:30:19+00:00,1,ETRetail.com,DBS Bank to recruit 150 people for tech roles through virtual hackathon programme #SoutheastAsia #DbsBank #HACKATHON #ArtificialIntelligence #MachineLearning #Singapore #Recruitment #Hiring #TalentAcquisition  https://t.co/OqeOPGPSmj,Neutral
138,sianjon,2021-09-20 22:15:32+00:00,1,Twitter Web App,Should I have woken up earlier for this airdrop? I'm attending from Singapore  @MessariCrypto #Mainnet2021 and taking part in the #HarmonyONE hackathon as well.,Positive
139,SingaporeJobs88,2021-09-20 06:48:36+00:00,1,IFTTT,"DBS to hire 150 people for tech roles through programme with virtual hackathon, Banking ... https://t.co/Vy3lNO9OW0 #singapore #jobs",Neutral
140,DucThu82,2021-09-17 15:09:42+00:00,10,Twitter for iPhone,"WhyBorder - A billion-dollar real estate company, one of the top 3 largest companies in Singapore, has officially joined Pi Network's Hackathon. Don't let the money fall. Follow link to mine Pi now: https://t.co/YOHnnBUogI , invite code: thund https://t.co/Ryon9FmfpT",Positive
141,Filecoin,2021-09-10 18:44:30+00:00,11,Twitter for iPhone,"🌏 Asia Hackathon Season 2021 🌏

Running now through Fall 2021:
🪐 ""Saturn"" with the @WXblockchain Hackathon
🔭 ""Jupiter"" with @alibaba_cloud 
🛸 ""Mars"" with @0xPolygon
🛰 ""Mercury"" with Singapore-based Tribe

Learn more: https://t.co/anVRcv0zWx",Neutral
142,_LegalJoe,2021-09-09 21:57:34+00:00,0,dlvr.it,"Linklaters, CC + Dentons-Backed Singapore Hackathon – The Winners https://t.co/w2TO5LBnA3 https://t.co/MtjcTjpoeT",Positive
143,Sooly_Kobayashi,2021-09-01 13:29:55+00:00,4,Twitter Web App,"#Shitcoins #Hackathon #Shitcathon
Monetary Authority of Singapore Chooses 15 Finalists for Global CBDC Challenge
https://t.co/IbBWBuHeIz",Positive
144,jillrgunter,2021-08-30 14:48:10+00:00,21,Twitter for iPhone,"📣 Open-sourced DeFi Projects, RFC !! 🚨

This week, NTU Singapore is collecting project ideas for its 80+ students in their CS course — and want YOUR input on the problems they should solve.

Think of it as an ETH hackathon without the bounties!

A few more details 👇 https://t.co/TZwVhJHdza",Negative
145,MasMazCom,2021-08-28 00:41:26+00:00,0,MasMaz,"Linklaters, CC + Dentons-Backed Singapore Hackathon – The Winners - https://t.co/hcU5l2XrAN",Positive
146,Dataemia,2021-08-28 00:41:26+00:00,0,Newsemia,"Linklaters, CC + Dentons-Backed Singapore Hackathon – The Winners - https://t.co/Ji4MIDy05K",Positive
147,GChatzipavlou,2021-08-27 08:29:35+00:00,1,dlvr.it,"Linklaters, CC + Dentons-Backed Singapore Hackathon – The Winners: A legal tech hackathon for students in Singapore, backed by Linklaters, Clifford Chance and Dentons Rodyk, has announced the winning teams. The event was organised ... https://t.co/SSbQCqBBBP",Positive
148,simmuc,2021-08-27 07:24:35+00:00,0,Twitter Web App,"Linklaters, CC + Dentons-Backed Singapore Hackathon - The Winners https://t.co/BWX02Ehlkf via @ArtificialLawya",Positive
149,ArtificialLawya,2021-08-27 06:51:44+00:00,5,Twitter Web App,"Linklaters, CC + Dentons-Backed Singapore Hackathon - The Winners 

&gt; Good to see that hackathons for students are still going on, in this case in Singapore. HT @sgSMU @LinklatersLLP @Clifford_Chance @Dentons @Dentons_Rodyk @avvokadocs @LexisNexis 

https://t.co/M9JMYsK9iH",Positive
150,ArtificialLawya,2021-08-27 06:39:26+00:00,0,WordPress.com,"Linklaters, CC + Dentons-Backed Singapore Hackathon – The Winners https://t.co/M9JMYsK9iH",Positive
151,SingaporeMCI,2021-08-26 07:44:54+00:00,3,Twitter Web App,"As the first private-public collaboration under the Singapore Together Alliance for Action to tackle online harms, especially those targeted at women and girls, we launched a community hackathon, together with @dbsbank and Singapore Judiciary last month. https://t.co/uChIAh1MUi",Negative
152,IndiainSingapor,2021-08-23 10:03:05+00:00,9,Twitter for iPhone,"High Commissioner of India, Singapore interacted with and congratulated the winners of the ASEAN-INDIA Hackathon  held in February 2021. @MEAIndia @AICTE_INDIA @NUSingapore 
@sgSMU @NTUsg https://t.co/bCKSAwOD2L",Positive
153,FAforWomen,2021-08-04 12:12:32+00:00,3,Twitter Web App,"HACKATHON is starting!
Unlocking the full power of the female economy, check all the interesting topics in the schedule

Date: Wednesday August 4, 2021
Time: 
8:00 – 9:30 AM New York Time 
1:00 – 2:30 PM London Time 
8:00 – 9:30 PM Singapore Time
#ALLIANCEHACK https://t.co/38XOsSgxld",Positive
154,docdoc,2021-08-04 09:49:28+00:00,0,Twitter Web App,"Our CEO @ColeSirucek recently participated in a webinar organised by Beyond Health Hack, Singapore’s largest student #healthcare hackathon. Check out his advice to budding entrepreneurs here: https://t.co/qqY78luq5z https://t.co/mzUJo9b34F",Neutral
155,jomhackmy,2021-08-02 07:31:20+00:00,0,Twitter Web App,"#HLBCYHI2021 Virtual Hackathon is here, and it is going to be bigger and badder this year. Remember, it's open to everyone from Malaysia, Brunei, Cambodia, Indonesia, Laos, Myanmar, Philippines, Singapore, Thailand and Vietnam! Visit https://t.co/O1fOmR3XGm to sign up your team! https://t.co/yEh4b94pzD",Neutral
156,AIReDaily,2021-08-02 04:43:25+00:00,1,Hootsuite Inc.,"The Singapore College Of Insurance  is organising the first-ever ASEAN research hackathon on green insurance and sustainable risk management, in collaboration with the @AICSecretariat.

Register your interest today: https://t.co/YUyQsVY7mS https://t.co/JHg94Act1K",Positive
157,AdeccoSingapore,2021-07-28 08:14:03+00:00,0,Brandwatch,"SHRI HR Hackathon's mentorship session with Adecco's Justin and students from Temasek Poly and Singapore Poly were indeed thoughtfully interesting and enriching!! Setting the stage for the future of HR! 😀
#AdeccoSG #SHRI #HR #Hackathon #employeeengagement #mentoring https://t.co/SeHg2GiDGG",Positive
158,AICSecretariat,2021-07-25 07:06:43+00:00,1,Twitter Web App,"In collaboration with the Singapore College of Insurance, the ASEAN Insurance Council proudly presents you ‘The ASEAN Green Research Hackathon on Green Insurance and Sustainable Risk Management’, commencing on the 1st of September 2021. https://t.co/DJ21qrdXxJ",Positive
159,SingaporeCourts,2021-07-22 06:44:24+00:00,4,Twitter Web App,"DBS, the Singapore Judiciary and MCI have jointly organised the ‘Hackathon for a Better World’ 2021 to generate innovative solutions to counter growing trends of online harms. Click here to read more: https://t.co/enVrv1vTu8 and watch the recording https://t.co/BNjVEJHx5U here! https://t.co/U77Z3xW8Tq",Positive
160,AIReDaily,2021-07-22 06:30:03+00:00,0,Hootsuite Inc.,"The Singapore College of Insurance (#SCI) is organising the first-ever #ASEAN research #hackathon on green #insurance and sustainable risk management, in collaboration with the @AICSecretariat. Registration to take part in the event is now open.

#SCIHACK

https://t.co/FGt2nZUF5t",Negative
161,SniffOutStocks,2021-07-21 04:04:09+00:00,0,dlvr.it,"DBS : Singapore Judiciary, Ministry of Communications and Information launch community hackathon to counter growing trend of online harms https://t.co/eZ6RCg3HOJ https://t.co/MHyTaUeG2z",Negative
162,0xjitsu,2021-07-13 01:08:04+00:00,2,Twitter for iPhone,"Great hackathon project!

Partner up with Singapore, Malta, Estonia and Switzerland too!

Did I miss any other techno-progressive places?

Thanks @balajis @beondeck for making this happen! 🔥",Positive
163,TeravisionTech,2021-07-12 13:45:11+00:00,0,Hootsuite Inc.,"Hello, more fun facts are coming your way. Did you know that @Carousell, a multinacional marketplace app based in Singapore was developed during a #Hackathon? It's also valued at over $800 million, how crazy is that?!

https://t.co/ClLtCKqdYk https://t.co/UOWdFDMj0j",Positive
164,jameschen113,2021-07-12 01:02:07+00:00,5,Twitter for iPhone,AHUG Hackathon: Cloud Hackathon for Arm-based HPC just kicked off at 9am Singapore time. #ahughackathon @boofla @OllyPerksHPC,Neutral
165,toolglobal,2021-06-30 10:51:33+00:00,1,Twitter Web App,"We have invited Maruf Ahmed from Government Blockchain Association (GBA), who will be sharing the topic on Cyber Incident Management. 

It will be the LAST SESSION for the WHOLE HACKATHON EVENT! Don't miss it!

See you guys later at 7PM (Singapore Time)!
https://t.co/Tx6WkkXFQ6 https://t.co/E5KYDT8ohE",Positive
166,toolglobal,2021-06-30 00:00:01+00:00,1,Twitter Web App,"GOOD MORNING! For DAY 2 of TOOL Global Hackathon 2021, we have invited John Lim from Meet Ventures who will be sharing the topic of “Partnerships in the Blockchain Ecosystem”.

The event will be held online at 9AM (Singapore Time). 

See you guys later!  
https://t.co/Tx6WkkG4Yy https://t.co/SosEFLixx7",Positive
167,DickyAtSAS,2021-06-29 01:22:01+00:00,0,Dynamic Signal,"Proud to highlight that Singapore's Nanyang Polytechnic has been crowned regional winner of SAS Hackathon under the Asia Pacific category in our SAS Hackathon 2021, for developing an AI-powered system benefiting the manufacturing sector. https://t.co/bV7y6lLVmo",Positive
168,toolglobal,2021-06-25 06:00:01+00:00,1,Twitter Web App,"In the Day 2 event schedule, we have speakers from Huobi, Meet Ventures, Singapore Bitcoin Club, GBA, and Institute of Blockchain who will share more insights about the crypto space!  
---
#toolglobal #hackathon #Blockchain https://t.co/rmIGACyxtX",Positive
169,sam_poder,2021-06-24 15:10:23+00:00,1,Twitter Web App,Singapore got a ton of hackathon organisers to run the COVID-19 recovery (/s) and it's honestly great!,Positive
170,SingaporeCourts,2021-06-24 04:10:29+00:00,3,Twitter Web App,"The Singapore Judiciary has partnered MCI and DBS to organise a slow-burn Hackathon, themed “Designing a Safer, Kinder &amp; More Responsible Internet For All”. Simply form a team today and register by 14 Jul 2021! Click here to read more: https://t.co/SzKLkJpYlL. https://t.co/RJtbwRKob7",Positive
171,medtechactuator,2021-06-17 00:40:26+00:00,5,Twitter Web App,The MedTech Actuator is proud to sponsor this year’s Beyond! Health Hack ‘21 – Singapore's largest student #healthcare hackathon – &amp; have our GM Singapore Joshua Lim serve as a steering committee member &amp; judge https://t.co/XWm0pQY9Gj #innovation #Singapore #entrepreneurship,Positive
172,korantempo,2021-06-11 20:30:11+00:00,3,dlvr.it,Inisiatif sekelompok mahasiswa Institut Teknologi Bandung mendapat penghargaan khusus dalam hackathon Climate Hack 2021 yang digelar oleh Singapore International Foundation. Mereka merancang aplikasi ponsel untuk membantu petani memprediksi… https://t.co/xLcHVjtFiI #KoranTempo,Neutral
173,Roggels6,2021-06-04 15:20:53+00:00,0,Twitter for Android,@SpheriumFinance @DoraHacks @BinanceChain @singapore Dont miss the @SpheriumFinance project demo at Dorahacks and BSC Global Hackathon Series,Positive
174,SpheriumFinance,2021-06-04 11:38:28+00:00,149,Twitter Web App,"Spherium Finance in The @DoraHacks &amp; @BinanceChain Blockchain Hackathon @Singapore✨

Don’t miss Spherium’s Project Demo at the DoraHacks and Binance Smart Chain Global Hackathon Series, 2021. Scan the QR code to attend the live Demo Session.

⏱When: 4th June, 1:30 PM UTC https://t.co/Qf5PDgRVPw",Positive
175,SASAsiaPacific,2021-06-02 00:07:32+00:00,10,Sprinklr,"Proud to highlight that Singapore's Nanyang Polytechnic has been crowned regional winner of SAS Hackathon under the Asia Pacific category in our SAS Hackathon 2021, for developing an AI-powered system benefiting the manufacturing sector. https://t.co/lamNlJVCd3 https://t.co/CIqUvpjnwH",Positive
176,DoraHacks,2021-05-30 12:05:15+00:00,12,Twitter Web App,"DoraHacks&amp; @BinanceChain SEA Hackathon closed at 8 PM(UTC+8), May 30!
31 teams from Singapore, Vietnam, Malaysia, Indonesia, Chinese Hong Kong and Taiwan applied for it and collectively received $ 27394.63 as funding. https://t.co/asNRH2Y1hc",Neutral
177,SwissAmbSGP,2021-05-27 15:56:06+00:00,9,Twitter for iPhone,"Thank you SDG #OpenHack for inviting me to your #hackathon in 🇸🇬organised with @UNITAR, @opengeneva and @UNIGEnews in partnership with Singapore universities @sutdsg, @sgSMU, @NUSingapore, @suss_sg &amp; corporate partners.
@GE_DGDERI @nicholas_niggli @ggeforum 
#innovation #SDGs https://t.co/0y2U0ctgP0",Positive
178,XCarnival_Lab,2021-05-26 08:33:53+00:00,229,Twitter for Android,"1/2: Vote for XCarnival on the Singapore Blockchain Hackathon!
Participate now and be a part of our massive Airdrop 🥳
To know more, refer to our voting guide here! https://t.co/bXxMs9W7pS

#BSC @BinanceChain #blockchain #blockchainhackathon #BinanceSmartChain #Airdrop",Positive
179,azwardiiqbal,2021-05-25 13:49:10+00:00,0,LinkedIn,"Yes! Proudly, Huobi Singapore Chief Operating Officer, Edward Chen, will be participating in the TOOL Global Hackathon 2021!

The event will bring together various blockchain companies and communities to raise awareness about the potential of the overall…https://t.co/VARp4JZ9Pl",Positive
180,evanescoio,2021-05-24 13:15:49+00:00,9,Twitter Web App,"#Evanesco will give a project demo at the @DoraHacks x @BinanceChain  Hackathon in Singapore! 

Time: 8PM on May 27th (GMT+8)
Watch live: https://t.co/hbAU2TpBI6 https://t.co/XZOACEap2n",Neutral
181,movinonconnect,2021-05-19 13:55:48+00:00,4,Twitter Web App,"📣 Do you know any young people interested in sustainable mobility? Do they live in (or near) Singapore, Paris or Montreal? Then our Global Youth Challenge Hackathon could be for them. 
🎟 1 sign up = 2 free passes for #MovinOnSummit
✅ Registration at https://t.co/0GSsmgndMB https://t.co/PKmgJCCbil",Positive
182,bigideaventures,2021-05-19 05:26:01+00:00,0,Twitter Web App,"Are you a 13 to 16 year old aspiring female #entrepreneur or student in Singapore interested in creating solutions for a sustainable future? Join our F5 #Hackathon, Beyond Frontiers: The Future of #Food, Function, #Flavour &amp; #Fragrance on May 28-29 NOW at https://t.co/L8MVprqCxi! https://t.co/l6L4ENPpqW",Positive
183,TIBCO,2021-05-18 21:47:01+00:00,2,Sprinklr,This week kicked off the first workshop of the PolyFintech100 API Hackathon 2021. Eighteen teams comprised of over 50 students from 5 polytechnic institutions in Singapore are competing in the Open Micro Finance category. Learn more: https://t.co/Werhy9hLUt https://t.co/7D9rPMB2R7,Neutral
184,AgorizeAmericas,2021-05-18 16:00:02+00:00,0,Twitter Web App,"Are you interested in sustainable mobility? Are you between the ages of 18 and 34? Do you live in/ around Singapore, Paris, or Montreal?
Then the Global Youth Challenge Hackathon by @movinonconnect is for you!
Find more information and register at 🔗 https://t.co/MV2GfHMIB7 https://t.co/zHoszFwYj5",Positive
185,agorize,2021-05-18 16:00:01+00:00,0,Zoho Social,"Are you interested in sustainable mobility? Are you between the ages of 18 and 34? Do you live in/ around Singapore, Paris, or Montreal?
Then the Global Youth Challenge Hackathon by @movinonconnect is for you!
Find more information and register at 🔗 https://t.co/6k5uARh38Q https://t.co/GfdSUvFRcm",Positive
186,Michelin,2021-05-13 10:27:44+00:00,4,Sprinklr Publishing,"Are you interested in #sustainablemobility? Are you between the ages of 18 and 34? Do you live in/around Singapore, Paris or Montreal? Then the Global Youth Challenge Hackathon is for you: https://t.co/rnKUZADMab
#MovinOnGYCH",Positive
187,AgorizeAmericas,2021-05-12 16:02:19+00:00,2,Twitter Web App,"Are you interested in sustainable mobility? Are you between the ages of 18 and 34? Do you live in/ around Singapore, Paris, or Montreal?
Then the Global Youth Challenge Hackathon by @movinonconnect  is for you!
Find more information and register at 🔗https://t.co/MV2GfHv7Jz https://t.co/VjuV1b8oGN",Positive
188,movinonconnect,2021-05-12 14:10:00+00:00,6,Twitter for Advertisers.,"📣 Are you interested in sustainable mobility? Are you between the ages of 18 and 34? Do you live in/around Singapore, Paris or Montreal? 
➡️ Then the Global Youth Challenge Hackathon is for you!
#MovinOnGYCH",Positive
189,nadindadev,2021-05-09 06:23:03+00:00,7,Twitter for iPhone,"May 2017, my first hackathon! 
I was still the hustler and a bit of the hipster. They flew me to Batam, an Indonesian island that is a boat trip away to Singapore. Too bad I didn’t bring my passport at that time. It could’ve been my first time going abroad as well. https://t.co/O1gqeXxRC2",Negative
190,E4IAccelerator,2021-04-27 05:22:57+00:00,11,Twitter Web App,"🤝@CBKKenya signs MOU with @E4Impact to support Tech Startups by leveraging on programs run by the two organizations: @E4IAccelerator Program, the @AfroAsiaFintech and the Annual Hackathon hosted by CBK and the Monetary Authority of Singapore (MAS) 

🔗https://t.co/rxT5yJLT6t https://t.co/VIAvJMIiK6",Positive
191,TIBCO,2021-04-26 21:30:00+00:00,4,Sprinklr,"We are proud to be sponsoring this year's PolyFinTech 100 API Hackathon! Working across 5 polytechnic institutions in Singapore, the hackathon encourages students to build proof-of-concept solutions that solve problems relevant to the financial industry. https://t.co/RZfiTrdMZT https://t.co/hzDMGz67dP",Positive
