,Post,preprocess_txt,total_len,pos_count,neg_count,sentiment
65,"Recently during my internship with Dell Technologies I partipated in a Hackathon. Two challenges, tech and non-tech were given to teams to chose from and come up with a possible solution.

    Our team consisting of Megan Commins, Hager Karkar, Ghada Kannaoui and myself came together to brainstorm ideas and put one in place to present.

    Last week, we had the opportunity to present our idea to the EMEA Internship program core team being Karen Gillan, Aisling Brennan, Yael Noy, and Claire Griffiths. Even though we were unsuccessful reaching the final, I really enjoyed the experience and seeing other teams approach to the challenge.

    I really enjoyed networking with other interns from different countries. Developing my teamwork skills was a big part of the experience over the few weeks designing our solution.

    Thanks again to all the core team for organising a great challenge during my internship with Dell Technologies

    #iwork4dell #dellintern2022 #internship","['recently', 'internship', 'dell', 'technology', 'partipated', 'hackathon', 'two', 'challenge', 'tech', 'non', 'tech', 'given', 'team', 'chose', 'come', 'possible', 'solution', 'team', 'consisting', 'megan', 'commins', 'hager', 'karkar', 'ghada', 'kannaoui', 'came', 'together', 'brainstorm', 'idea', 'put', 'one', 'place', 'present', 'last', 'week', 'opportunity', 'present', 'idea', 'emea', 'internship', 'program', 'core', 'team', 'karen', 'gillan', 'aisling', 'brennan', 'yael', 'noy', 'claire', 'griffith', 'even', 'though', 'unsuccessful', 'reaching', 'final', 'really', 'enjoyed', 'experience', 'seeing', 'team', 'approach', 'challenge', 'really', 'enjoyed', 'networking', 'intern', 'different', 'country', 'developing', 'teamwork', 'skill', 'big', 'part', 'experience', 'week', 'designing', 'solution', 'thanks', 'core', 'team', 'organising', 'great', 'challenge', 'internship', 'dell', 'technology', 'iwork', 'dell', 'dellintern', 'internship']",91,4,1,0.03
66,"Recently during my internship with Dell Technologies I participated in a Hackathon. Two challenges, tech and non-tech were given to teams to chose from and come up with a possible solution. 
    Thanks to our team Katie Crowdle ,Megan Commins , Ghada Kannaoui and myself came together to find solutions and even implemented one that I really loved ❤️ 

    We had the opportunity to present our idea to the EMEA Internship program core team being Karen Gillan , Aisling Brennan ,Yael Noy , and Claire Griffiths thanks to them everything was going smoothly and clear enough .I really enjoyed the experience of working with other interns from different countries and also seeing other teams approach to the challenge.
    #intern2022 #iwork4dell #dellinterns2022 #experience","['recently', 'internship', 'dell', 'technology', 'participated', 'hackathon', 'two', 'challenge', 'tech', 'non', 'tech', 'given', 'team', 'chose', 'come', 'possible', 'solution', 'thanks', 'team', 'katie', 'crowdle', 'megan', 'commins', 'ghada', 'kannaoui', 'came', 'together', 'find', 'solution', 'even', 'implemented', 'one', 'really', 'loved', 'opportunity', 'present', 'idea', 'emea', 'internship', 'program', 'core', 'team', 'karen', 'gillan', 'aisling', 'brennan', 'yael', 'noy', 'claire', 'griffith', 'thanks', 'everything', 'going', 'smoothly', 'clear', 'enough', 'really', 'enjoyed', 'experience', 'working', 'intern', 'different', 'country', 'also', 'seeing', 'team', 'approach', 'challenge', 'intern', 'iwork', 'dell', 'dellinterns', 'experience']",73,5,0,0.07
67,"It's a little late but here it is.

    Proud to be a part of an organization that uses the power of technology to drive human progress.

    India is home to 20% of visually challenged people. Only 2% of visually challenged opt for Science and Maths (STEM) after school as higher education. WiSTEM is a platform with a mission to make STEM learning easy and fun for visually challenged by creating an engaging application. It is a cross platform application with gesture based inputs, audio friendly search, video control through voice or gestures , gamified topic based quizzes and many more exciting features.

    Our prototype won 2nd place amongst many other amazing ideas in the Colaboremos hackathon - an initiative started in Dell to provide solutions to the existing problems of the society. The idea also received a nomination for the CII ( Conference on Indian Industry) Award.

    I would like to thank my team Aastha Rathore Smiti Thapar Seby Joseph Vaidehi Shanmugam Karthik Ramanathan Badrinath J. Souvik Podder and our team lead Viswanath Meganatham for working on this idea and believing in it.

    We are not stopping here, the journey continues. We are building and integrating more features to make the application a complete package to launch.

    Blessed to be working in an organization where employees are treated as family. I am grateful for the experience in Dell Technologies.

    Link for small demo of the app.
    https://lnkd.in/dBWCfq39","['little', 'late', 'proud', 'part', 'organization', 'us', 'power', 'technology', 'drive', 'human', 'progress', 'india', 'home', 'visually', 'challenged', 'people', 'visually', 'challenged', 'opt', 'science', 'math', 'stem', 'school', 'higher', 'education', 'wistem', 'platform', 'mission', 'make', 'stem', 'learning', 'easy', 'fun', 'visually', 'challenged', 'creating', 'engaging', 'application', 'cross', 'platform', 'application', 'gesture', 'based', 'input', 'audio', 'friendly', 'search', 'video', 'control', 'voice', 'gesture', 'gamified', 'topic', 'based', 'quiz', 'many', 'exciting', 'feature', 'prototype', 'nd', 'place', 'amongst', 'many', 'amazing', 'idea', 'colaboremos', 'hackathon', 'initiative', 'started', 'dell', 'provide', 'solution', 'existing', 'problem', 'society', 'idea', 'also', 'received', 'nomination', 'cii', 'conference', 'indian', 'industry', 'award', 'would', 'like', 'thank', 'team', 'aastha', 'rathore', 'smiti', 'thapar', 'seby', 'joseph', 'vaidehi', 'shanmugam', 'karthik', 'ramanathan', 'badrinath', 'j', 'souvik', 'podder', 'team', 'lead', 'viswanath', 'meganatham', 'working', 'idea', 'believing', 'stopping', 'journey', 'continues', 'building', 'integrating', 'feature', 'make', 'application', 'complete', 'package', 'launch', 'blessed', 'working', 'organization', 'employee', 'treated', 'family', 'grateful', 'experience', 'dell', 'technology', 'link', 'small', 'demo', 'app', 'http', 'lnkd', 'dbwcfq']",137,13,1,0.09
68,"Celebrating another win after the UI/UX Hackathon 🎉🎉.

    I am proud to share that team MSG won the second place 🥈 in the annual Capture The Flag(CTF) hackathon hosted by TIDE 3.0 Dell Technologies.

    There was a total of 3 rounds in this CTF. Round 1 and 2 is a Jeopardy-style CTF, where there were multiple tasks of different categories given. The categories include web, trivia, forensics, reverse engineering, cryptography and misc. We had lots of fun and manage to get the 10th place after completing round 2, which is the bare minimum requirement to get to round three (only the top 10 teams will advance to round 3).

    The 3rd round is an Attack & Defense style CTF where each team will try to attack other team’s system as well as defending their own system. Round of applause to Wei Jen Thing, Guo Xuan Low and Pang Shian Wei for guiding and helping me in using Linux commands as I’m a beginner in it. I am grateful for having such an amazing team who gives non-stop contribution throughout the whole CTF.

    Lastly, congratulation to TIDE3.0 for this successful CTF🚩. I had gained many new knowledge and had lots of fun throughout the whole event.

    #iwork4dell #delltechnologies #CTF #squidgame #hackathon","['celebrating', 'another', 'win', 'ui', 'ux', 'hackathon', 'proud', 'share', 'team', 'msg', 'second', 'place', 'annual', 'capture', 'flag', 'ctf', 'hackathon', 'hosted', 'tide', 'dell', 'technology', 'total', 'round', 'ctf', 'round', 'jeopardy', 'style', 'ctf', 'multiple', 'task', 'different', 'category', 'given', 'category', 'include', 'web', 'trivia', 'forensics', 'reverse', 'engineering', 'cryptography', 'misc', 'lot', 'fun', 'manage', 'get', 'th', 'place', 'completing', 'round', 'bare', 'minimum', 'requirement', 'get', 'round', 'three', 'top', 'team', 'advance', 'round', 'rd', 'round', 'attack', 'defense', 'style', 'ctf', 'team', 'try', 'attack', 'team', 'system', 'well', 'defending', 'system', 'round', 'applause', 'wei', 'jen', 'thing', 'guo', 'xuan', 'low', 'pang', 'shian', 'wei', 'guiding', 'helping', 'using', 'linux', 'command', 'beginner', 'grateful', 'amazing', 'team', 'give', 'non', 'stop', 'contribution', 'throughout', 'whole', 'ctf', 'lastly', 'congratulation', 'tide', 'successful', 'ctf', 'gained', 'many', 'new', 'knowledge', 'lot', 'fun', 'throughout', 'whole', 'event', 'iwork', 'dell', 'delltechnologies', 'ctf', 'squidgame', 'hackathon']",121,13,3,0.08
69,"Wrapped up my first Dell internal competition yesterday for TIDE's Dell.com UI/UX Hackathon!

    I reunited with my long-time partner Nur Faidz Hazirah Nor'Azman (under the aptly-named Raidz v2.0 banner) at the last minute to come up with potential design improvements for Dell.com (specifically the Product Compare function) and workable Figma prototype in just a week's time.

    In some ways, this hackathon is more challenging than Hack2Hire due to having to juggle between this and work (can only meet up at night—lasting even past midnight sometimes) as well as the lack of UI/UX design knowledge and experience.

    While we didn't make it to the top 3 (so close to nabbing third), this was a worthwhile experience still and I'm proud of my team for getting this far given it was only the two of us. Among the highlights of our proposal (which was unique for our team) was the introduction of dyslexic-friendly mode to improve accessibility.

    Learnt a lot about UI/UX design principles while watching the other teams' presentations. Hat's off to the deserving winners for their compelling solutions!

    #hackathon #iwork4dell #ui #ux #design","['wrapped', 'first', 'dell', 'internal', 'competition', 'yesterday', 'tide', 'dell', 'com', 'ui', 'ux', 'hackathon', 'reunited', 'long', 'time', 'partner', 'nur', 'faidz', 'hazirah', 'azman', 'aptly', 'named', 'raidz', 'v', 'banner', 'last', 'minute', 'come', 'potential', 'design', 'improvement', 'dell', 'com', 'specifically', 'product', 'compare', 'function', 'workable', 'figma', 'prototype', 'week', 'time', 'way', 'hackathon', 'challenging', 'hack', 'hire', 'due', 'juggle', 'work', 'meet', 'night', 'lasting', 'even', 'past', 'midnight', 'sometimes', 'well', 'lack', 'ui', 'ux', 'design', 'knowledge', 'experience', 'make', 'top', 'close', 'nabbing', 'third', 'worthwhile', 'experience', 'still', 'proud', 'team', 'getting', 'far', 'given', 'two', 'u', 'among', 'highlight', 'proposal', 'unique', 'team', 'introduction', 'dyslexic', 'friendly', 'mode', 'improve', 'accessibility', 'learnt', 'lot', 'ui', 'ux', 'design', 'principle', 'watching', 'team', 'presentation', 'hat', 'deserving', 'winner', 'compelling', 'solution', 'hackathon', 'iwork', 'dell', 'ui', 'ux', 'design']",110,11,3,0.07
70,"Thank you Dell Technologies for this great gift.
    I am enjoying this hackathon very much 🥳🥳

    #Hacktrick #DellTechHackathon","['thank', 'dell', 'technology', 'great', 'gift', 'enjoying', 'hackathon', 'much', 'hacktrick', 'delltechhackathon']",10,3,0,0.3
71,"excited to see our future engineers !

    I had the pleasure to be invited to represent Dell Technologies as judge at Tsofen تسوفن צופן high school Hackathon.
    amazed by our great Israeli young talents.

    #bethechange","['excited', 'see', 'future', 'engineer', 'pleasure', 'invited', 'represent', 'dell', 'technology', 'judge', 'tsofen', 'high', 'school', 'hackathon', 'amazed', 'great', 'israeli', 'young', 'talent', 'bethechange']",20,5,0,0.25
72,"We may have not won the first place but it was a great experience as it was my first time to join a Hackathon for reinforcement learning which was a big challenge competing with more than 29 teams of working professionals but thanks to the effort of my team and the long nights we spent together preparing for this Hackathon.
    At last but not least thank you Dell Technologies and Hacktrick for the amazing opportunity
    Mohamed Mahmoud , Ehab Ibrahim, Youssef Kamal ,Kareem Atef
    #DellTechHackathon #hacktrick #hacakathon #reinforcement #machinelearning #reinforcementlearning
    #hacktrick2022","['may', 'first', 'place', 'great', 'experience', 'first', 'time', 'join', 'hackathon', 'reinforcement', 'learning', 'big', 'challenge', 'competing', 'team', 'working', 'professional', 'thanks', 'effort', 'team', 'long', 'night', 'spent', 'together', 'preparing', 'hackathon', 'last', 'least', 'thank', 'dell', 'technology', 'hacktrick', 'amazing', 'opportunity', 'mohamed', 'mahmoud', 'ehab', 'ibrahim', 'youssef', 'kamal', 'kareem', 'atef', 'delltechhackathon', 'hacktrick', 'hacakathon', 'reinforcement', 'machinelearning', 'reinforcementlearning', 'hacktrick']",49,3,0,0.06
73,"A GOOD START FOR 2022.

    I'm writing this at 2:36 a.m. on March 23, 2022. I'm not sure where to start, but I’d want to share my recent #experience participating in a #hackathon (Dell Virtual Hack2Hire). I'd wanted to participate in a hackathon for a long time, but I didn't have the #courage to do so.

    But, in Feb 2022, I received a call from the Dell team offering me the #opportunity to participate in a hackathon. I took some time to decide and started to approach my friends to team up with me for the hackathon. Unfortunately, most of them are not available at the designated time.

    After thinking, I decided to simply send my name and give it a go. I've been teamed up with my new friends from UTHM. Since this is my first time participating in a hackathon, I am #thrilled to do my very best to #assist my team as much as possible and give exposure to my team members as they are from different backgrounds. It was a big #challenge for us at first, but nothing couldn’t be overcome with the team's excellent #teamwork and #coordination. I’m happy to guide my team and it was definitely a great experience for me. 

    Long story short, the moment we've all been waiting for has arrived: the winner will be announced. Of course, I didn't put high #hope for my team because I realized there were a lot of other teams that performed better throughout the presentation. Surprisingly, towards the end of the session, I saw my name was #shortlisted on the list as a selected applicant, with an immediate employment offer attached. I can't describe how I truly felt, I'm shocked and in denial because it was indeed a dream come true to be accepted into a reputable company like Dell.

    Thank you to my team, my mentor Mr. Faizal Damiri and Mr. Muhammad Nasir for the guidance, Mr. Fauzaman Mat Sari and Ms. Tess for the constructive feedback on the design, Mr. Elmen, the judges, and the Dell Digital Malaysia team. I shall do everything in my ability to fulfill the needs of the company. Insya-Allah.

    To be continued...

    #DellTechnologies #dellvirtualhack2hire","['good', 'start', 'writing', 'march', 'sure', 'start', 'want', 'share', 'recent', 'experience', 'participating', 'hackathon', 'dell', 'virtual', 'hack', 'hire', 'wanted', 'participate', 'hackathon', 'long', 'time', 'courage', 'feb', 'received', 'call', 'dell', 'team', 'offering', 'opportunity', 'participate', 'hackathon', 'took', 'time', 'decide', 'started', 'approach', 'friend', 'team', 'hackathon', 'unfortunately', 'available', 'designated', 'time', 'thinking', 'decided', 'simply', 'send', 'name', 'give', 'go', 'teamed', 'new', 'friend', 'uthm', 'since', 'first', 'time', 'participating', 'hackathon', 'thrilled', 'best', 'assist', 'team', 'much', 'possible', 'give', 'exposure', 'team', 'member', 'different', 'background', 'big', 'challenge', 'u', 'first', 'nothing', 'overcome', 'team', 'excellent', 'teamwork', 'coordination', 'happy', 'guide', 'team', 'definitely', 'great', 'experience', 'long', 'story', 'short', 'moment', 'waiting', 'arrived', 'winner', 'announced', 'course', 'put', 'high', 'hope', 'team', 'realized', 'lot', 'team', 'performed', 'better', 'throughout', 'presentation', 'surprisingly', 'towards', 'end', 'session', 'saw', 'name', 'shortlisted', 'list', 'selected', 'applicant', 'immediate', 'employment', 'offer', 'attached', 'describe', 'truly', 'felt', 'shocked', 'denial', 'indeed', 'dream', 'come', 'true', 'accepted', 'reputable', 'company', 'like', 'dell', 'thank', 'team', 'mentor', 'mr', 'faizal', 'damiri', 'mr', 'muhammad', 'nasir', 'guidance', 'mr', 'fauzaman', 'mat', 'sari', 'm', 'te', 'constructive', 'feedback', 'design', 'mr', 'elmen', 'judge', 'dell', 'digital', 'malaysia', 'team', 'shall', 'everything', 'ability', 'fulfill', 'need', 'company', 'insya', 'allah', 'continued', 'delltechnologies', 'dellvirtualhack', 'hire']",173,15,4,0.06
74,"thanks Dell Technologies for this awesome gift 🎁
    Happy to share that my team selected among top 39 teams.
    excited for the hackathon","['thanks', 'dell', 'technology', 'awesome', 'gift', 'happy', 'share', 'team', 'selected', 'among', 'top', 'team', 'excited', 'hackathon']",14,4,0,0.29
75,"Thrilled to share that our team will be competing at the #DellTechHackathon: #Hacktrick this year.

    It's very exciting to be joining my first Hackathon! Will be giving it my all along my TESLA team for the win💪💪

    Thank you Dell Technologies for the warm welcoming package ❤️","['thrilled', 'share', 'team', 'competing', 'delltechhackathon', 'hacktrick', 'year', 'exciting', 'joining', 'first', 'hackathon', 'giving', 'along', 'tesla', 'team', 'win', 'thank', 'dell', 'technology', 'warm', 'welcoming', 'package']",22,5,0,0.23
76,"Project ACE - Augment Customer Expectations CSG CCO Team won the First Place in the Global WFM Hackathon 2022
    We aced it on WFM Professionals Day - 27 Jun

    Thanks to our leader Meghan Johnson VP, Dell Technologies, Dr Shiva Global WFM (GWFM) Forum Institute and Chartered Body & Prashant Ved VP, Accenture.

    #iwork4dell #delltechnologies","['project', 'ace', 'augment', 'customer', 'expectation', 'csg', 'cco', 'team', 'first', 'place', 'global', 'wfm', 'hackathon', 'aced', 'wfm', 'professional', 'day', 'jun', 'thanks', 'leader', 'meghan', 'johnson', 'vp', 'dell', 'technology', 'dr', 'shiva', 'global', 'wfm', 'gwfm', 'forum', 'institute', 'chartered', 'body', 'prashant', 'ved', 'vp', 'accenture', 'iwork', 'dell', 'delltechnologies']",41,0,0,0.0
77,"Internship or Full Time Employee opportunity for IT graduates and bachelor students! ✨

    Happening this 9 - 10th November 2021

    Most of my friends been asking me how I enter dell , so here is how I started my journey here at dell. So what are you waiting for ? This might be a golden opportunity for you to be one of us.

    When I first enter dell hack2hire, one thing why i joined was to experience how a hackathon would be. Never crossed my mind that i would actually choosen to get the intership opportunity in dell.

    Alhamdulillah thank praise to Allah for this opportunity, i managed to get internship then converted to full time employee.

    Dear connection, there’s no harm in joining this. Nothing to lose instead you received more than you ever imagine 👍🏻

    FAQ :

    1. If my internship on January can i still join?
    Yes you can, internship based on your intern time.

    2. I’m currently doing my fyp can i still join?
    Yes , i was doing my fyp too when i joined this hackathon. You just need to know how to manage your time.

    3. Im not good in English can i still try ?
    Yes , you never try you never know. Practice is the key.

    Any other questions you may direct ask me 😊

    #workindell #opportunity #intern #students #experience","['internship', 'full', 'time', 'employee', 'opportunity', 'graduate', 'bachelor', 'student', 'happening', 'th', 'november', 'friend', 'asking', 'enter', 'dell', 'started', 'journey', 'dell', 'waiting', 'might', 'golden', 'opportunity', 'one', 'u', 'first', 'enter', 'dell', 'hack', 'hire', 'one', 'thing', 'joined', 'experience', 'hackathon', 'would', 'never', 'crossed', 'mind', 'would', 'actually', 'choosen', 'get', 'intership', 'opportunity', 'dell', 'alhamdulillah', 'thank', 'praise', 'allah', 'opportunity', 'managed', 'get', 'internship', 'converted', 'full', 'time', 'employee', 'dear', 'connection', 'harm', 'joining', 'nothing', 'lose', 'instead', 'received', 'ever', 'imagine', 'faq', 'internship', 'january', 'still', 'join', 'yes', 'internship', 'based', 'intern', 'time', 'currently', 'fyp', 'still', 'join', 'yes', 'fyp', 'joined', 'hackathon', 'need', 'know', 'manage', 'time', 'im', 'good', 'english', 'still', 'try', 'yes', 'never', 'try', 'never', 'know', 'practice', 'key', 'question', 'may', 'direct', 'ask', 'workindell', 'opportunity', 'intern', 'student', 'experience']",110,4,3,0.01
78,"We have successfully collaborated with IEEE to host the info sessions with some great companies like DELL, Paycom, Texas Instruments and we are glad to see the huge turnout. Thanks to everyone for coming out and getting involved. Stay tuned for the rest of the semester. Coming up, we have some hackathons to participate !!","['successfully', 'collaborated', 'ieee', 'host', 'info', 'session', 'great', 'company', 'like', 'dell', 'paycom', 'texas', 'instrument', 'glad', 'see', 'huge', 'turnout', 'thanks', 'everyone', 'coming', 'getting', 'involved', 'stay', 'tuned', 'rest', 'semester', 'coming', 'hackathons', 'participate']",29,4,0,0.14
79,"Hi Everyone,

    I am thrilled to announce that I along with Prithvi Roy, Sakshi Deshmukh, Yatharth Kapadia, Kanishk Jamgaonkar and SWARAJ PUROHIT have won the finale of Smart India Hackathon, 2022. Our team named ""Syntax Terminators 22"" proposed a solution to the problem statement given to us by Dell Technologies. We were successful in building an interface that lets users build their own chatbots, but we focused mainly on building a chatbot aimed at the healthcare industry as that was what was expected.

    Our team is incredibly grateful to all the judges and evaluators especially Raghav Maheshwari for their valuable inputs and suggestions.

    I am extremely grateful to MIT World Peace University for giving us this opportunity to take part in this prestigious event.

    #sih2022 #smartindiahackathon2022 #hackathon #winners","['hi', 'everyone', 'thrilled', 'announce', 'along', 'prithvi', 'roy', 'sakshi', 'deshmukh', 'yatharth', 'kapadia', 'kanishk', 'jamgaonkar', 'swaraj', 'purohit', 'finale', 'smart', 'india', 'hackathon', 'team', 'named', 'syntax', 'terminator', 'proposed', 'solution', 'problem', 'statement', 'given', 'u', 'dell', 'technology', 'successful', 'building', 'interface', 'let', 'user', 'build', 'chatbots', 'focused', 'mainly', 'building', 'chatbot', 'aimed', 'healthcare', 'industry', 'expected', 'team', 'incredibly', 'grateful', 'judge', 'evaluator', 'especially', 'raghav', 'maheshwari', 'valuable', 'input', 'suggestion', 'extremely', 'grateful', 'mit', 'world', 'peace', 'university', 'giving', 'u', 'opportunity', 'take', 'part', 'prestigious', 'event', 'sih', 'smartindiahackathon', 'hackathon', 'winner']",74,10,1,0.12
80,"I am elated to announce that my team swasthya vardhak comprising of Garima Saroj Bhavya Agrawal Sarthak Gupta Ayushi Gautam and Yash Deep has won 🏆🏆🏆 the software edition of SIH 2022 held at Presidency University Bangalore organised by Government of India and sponsored by Amazon Web Services (AWS) and Shell Under the problem statement UP1261- Doctor handwriting recognition for digitisation with support for multiple local language.
    The solution is to digitize the handwritten prescriptions, doctor notes, lab reports, which can also help to integrate tightly with other healthcare systems for seamless digitization and data flow. Standardized forms can also be made machine readable with support for multiple local Indian languages to make digitization much simpler.
    Provided by Dell Technologies.
    Under the guidance of KIRAN KALE , Eshan N. and Upanshu Singhal in this 36 hours of long hackathon we came up with the optimised solution and became the winner 🏆 under this problem statement.
    This journey was comprising many Ups and Downs from being waitlisted in the internals to the winners at the finals . Even during final stages of evaluation our kaggle notebook crashed overcoming these and becoming the winner of smart India hackathon under the mentorship of @dr pratima Singh and lucknesh kumar. Also thanks to Harshit Shukla for his constant guidance.
    #smartindiahackathon2022 #bangalore #healthcare #sih2022 #delltechnologies #innovation #aatmanirbharbharat #swasthyavardhak #machinelearning #flutter","['elated', 'announce', 'team', 'swasthya', 'vardhak', 'comprising', 'garima', 'saroj', 'bhavya', 'agrawal', 'sarthak', 'gupta', 'ayushi', 'gautam', 'yash', 'deep', 'software', 'edition', 'sih', 'held', 'presidency', 'university', 'bangalore', 'organised', 'government', 'india', 'sponsored', 'amazon', 'web', 'service', 'aws', 'shell', 'problem', 'statement', 'doctor', 'handwriting', 'recognition', 'digitisation', 'support', 'multiple', 'local', 'language', 'solution', 'digitize', 'handwritten', 'prescription', 'doctor', 'note', 'lab', 'report', 'also', 'help', 'integrate', 'tightly', 'healthcare', 'system', 'seamless', 'digitization', 'data', 'flow', 'standardized', 'form', 'also', 'made', 'machine', 'readable', 'support', 'multiple', 'local', 'indian', 'language', 'make', 'digitization', 'much', 'simpler', 'provided', 'dell', 'technology', 'guidance', 'kiran', 'kale', 'eshan', 'n', 'upanshu', 'singhal', 'hour', 'long', 'hackathon', 'came', 'optimised', 'solution', 'became', 'winner', 'problem', 'statement', 'journey', 'comprising', 'many', 'ups', 'down', 'waitlisted', 'internals', 'winner', 'final', 'even', 'final', 'stage', 'evaluation', 'kaggle', 'notebook', 'crashed', 'overcoming', 'becoming', 'winner', 'smart', 'india', 'hackathon', 'mentorship', 'dr', 'pratima', 'singh', 'lucknesh', 'kumar', 'also', 'thanks', 'harshit', 'shukla', 'constant', 'guidance', 'smartindiahackathon', 'bangalore', 'healthcare', 'sih', 'delltechnologies', 'innovation', 'aatmanirbharbharat', 'swasthyavardhak', 'machinelearning', 'flutter']",139,14,3,0.08
81,"Hi Everyone,

    I am thrilled to announce that I along with Aaron Philip, Sakshi Deshmukh, Yatharth Kapadia, Kanishk Jamgaonkar and SWARAJ PUROHIT have won the finale of Smart India Hackathon, 2022. Our team named ""Syntax Terminators 22"" proposed a solution to the problem statement given to us by Dell Technologies. We were successful in building an interface that let's users build their own chatbots, but we focused mainly to build a chatbot aimed at the healthcare industry as that was what was expected.

    Our team is incredibly grateful to all the judges and evaluators especially Raghav Maheshwari for their valuable inputs and suggestions.

    #sih2022 #smartindiahackathon2022 #hackathon #winners","['hi', 'everyone', 'thrilled', 'announce', 'along', 'aaron', 'philip', 'sakshi', 'deshmukh', 'yatharth', 'kapadia', 'kanishk', 'jamgaonkar', 'swaraj', 'purohit', 'finale', 'smart', 'india', 'hackathon', 'team', 'named', 'syntax', 'terminator', 'proposed', 'solution', 'problem', 'statement', 'given', 'u', 'dell', 'technology', 'successful', 'building', 'interface', 'let', 'user', 'build', 'chatbots', 'focused', 'mainly', 'build', 'chatbot', 'aimed', 'healthcare', 'industry', 'expected', 'team', 'incredibly', 'grateful', 'judge', 'evaluator', 'especially', 'raghav', 'maheshwari', 'valuable', 'input', 'suggestion', 'sih', 'smartindiahackathon', 'hackathon', 'winner']",61,7,1,0.1
82,"After nearly 9 years in Powerpath and Dell EMC, it is finally time to say Good Bye.

    Dell EMC has been a company of many firsts for me.
    The company where I presented my first conference paper, filed my first Invention Disclosure, relished a hackathon win.

    I will always remember this team as a group of high achieving innovators 😊. This is the team where I found my role-models, mentors and inspiration.

    I will always remember the support of the team and the management during my GMITE course from IIMB.

    I sincerely thank the management for being the pioneers in supporting women in career and providing work from home and flexibility to young mothers at a time when it was not very common in industry.

    Signing off with lots of cherish able memories.

    #lwd #newbeginnings2022 #jobupdate","['nearly', 'year', 'powerpath', 'dell', 'emc', 'finally', 'time', 'say', 'good', 'bye', 'dell', 'emc', 'company', 'many', 'first', 'company', 'presented', 'first', 'conference', 'paper', 'filed', 'first', 'invention', 'disclosure', 'relished', 'hackathon', 'win', 'always', 'remember', 'team', 'group', 'high', 'achieving', 'innovator', 'team', 'found', 'role', 'model', 'mentor', 'inspiration', 'always', 'remember', 'support', 'team', 'management', 'gmite', 'course', 'iimb', 'sincerely', 'thank', 'management', 'pioneer', 'supporting', 'woman', 'career', 'providing', 'work', 'home', 'flexibility', 'young', 'mother', 'time', 'common', 'industry', 'signing', 'lot', 'cherish', 'able', 'memory', 'lwd', 'newbeginnings', 'jobupdate']",72,10,0,0.14
83,"""Hack-to-Hire"" is a two-day mass #hackathon -based hiring event in

    which students are evaluated holistically for their technical prowess,

    business judgement, disposition, and design thinking.👌

    📍 An opportunity to start your career from #dell

    If you are interested comment down below 👇👇👇

    #opportunity #technology","['hack', 'hire', 'two', 'day', 'mass', 'hackathon', 'based', 'hiring', 'event', 'student', 'evaluated', 'holistically', 'technical', 'prowess', 'business', 'judgement', 'disposition', 'design', 'thinking', 'opportunity', 'start', 'career', 'dell', 'interested', 'comment', 'opportunity', 'technology']",27,1,1,0.0
