,Post,preprocess_txt,total_len,pos_count,neg_count,sentiment
15,"[SCDF and DELL Lifesavers' Innovation Challenge 2022]

    The past few months has been an exciting time where the Cloud Native Architecture (CNA) team, Dell Technologies worked closely with the Singapore Civil Defence Force to support participants from various Institutes of Higher Learning in their journeys to address emergency preparedness and pre-hospital medical care.  

    We shared our expertise in Cloud Native Technologies and Agile Software Development as the teams progressed through their Hackathon journeys. Talent has been, and will continue to be key in transforming technology into impactful, innovative ideas. We are committed to continue providing our expertise and supporting the developments of such innovative solutions.  

    Special thanks to our colleagues and partners who contributed to making the Hackathon a success.  

    How Hwa Teong, Jun Wei Koo, Catherine Toh

    Tamara Moona, Gordon K., Jaime Pabon, Weiman Kow

    Yin Chee Peh, Joanne Jose, Sheetal Choudhary, Jalene Loh, Manoj Rajan

    Andy Sim, Tian Beng Ng, Ferry Chung, Vincent Lee, Wee Horng Ang, Jacky Lee, Carine Chua, Brenda Koh, Eugene Swee, Tuck Kin Soon, Eng Cheng Lim, Jason Lee, Benedict Loh, James Lee, Tan Wei Jie, Evelyn Ho, Peter Duch, Clemence CY Lim, Eugene Quek, Sujoy Thakurta, Seok Yen Ker

    #cloudnativearchitecture #vmwaretanzu #iworkfordell #hackathon #scdfinnovationchallenge  #TheLifeSavingForce  #ANationofLifesavers","['scdf', 'dell', 'lifesaver', 'innovation', 'challenge', 'past', 'month', 'exciting', 'time', 'cloud', 'native', 'architecture', 'cna', 'team', 'dell', 'technology', 'worked', 'closely', 'singapore', 'civil', 'defence', 'force', 'support', 'participant', 'various', 'institute', 'higher', 'learning', 'journey', 'address', 'emergency', 'preparedness', 'pre', 'hospital', 'medical', 'care', 'shared', 'expertise', 'cloud', 'native', 'technology', 'agile', 'software', 'development', 'team', 'progressed', 'hackathon', 'journey', 'talent', 'continue', 'key', 'transforming', 'technology', 'impactful', 'innovative', 'idea', 'committed', 'continue', 'providing', 'expertise', 'supporting', 'development', 'innovative', 'solution', 'special', 'thanks', 'colleague', 'partner', 'contributed', 'making', 'hackathon', 'success', 'hwa', 'teong', 'jun', 'wei', 'koo', 'catherine', 'toh', 'tamara', 'moona', 'gordon', 'k', 'jaime', 'pabon', 'weiman', 'kow', 'yin', 'chee', 'peh', 'joanne', 'jose', 'sheetal', 'choudhary', 'jalene', 'loh', 'manoj', 'rajan', 'andy', 'sim', 'tian', 'beng', 'ng', 'ferry', 'chung', 'vincent', 'lee', 'wee', 'horng', 'ang', 'jacky', 'lee', 'carine', 'chua', 'brenda', 'koh', 'eugene', 'swee', 'tuck', 'kin', 'soon', 'eng', 'cheng', 'lim', 'jason', 'lee', 'benedict', 'loh', 'james', 'lee', 'tan', 'wei', 'jie', 'evelyn', 'ho', 'peter', 'duch', 'clemence', 'cy', 'lim', 'eugene', 'quek', 'sujoy', 'thakurta', 'seok', 'yen', 'ker', 'cloudnativearchitecture', 'vmwaretanzu', 'iworkfordell', 'hackathon', 'scdfinnovationchallenge', 'thelifesavingforce', 'anationoflifesavers']",154,11,3,0.05
16,"With my time @ Dell Technologies come to a close in late August, I wanted to take a chance to thank the folks who gave me the opportunity to learn, grow as an engineer and now be given the chance to return next August as a #delltechnologies graduate software engineer.

    Major thanks to my team for the constant support, guidance and creating such a positive environment to work in. Learning new development frameworks, languages and teamwork skills gave me much more insight into what I'll be tackling as part of the graduate program and I cannot wait to reconnect with all of you and have the opportunity to further my learning on a professional level.

    I'd like to thank the organizers of the Dell Hackathon for giving me the space to network with other interns within the organisation, some of whom are fellow grads I can't wait to meet (and hopefully work with) again.

    I'd also like to thank my teammates in the intern core social team and those that attended social events I partook and assisted in organising. Learning more aspects of the business and life perspectives of those whom I spoke with is, I feel, an invaluable part of my learning and wellbeing.

    It was great to be part of an organisation that provided more chances to learn and grow than I had time within those near six months. Here's to having it next year! :) #graduate #iwork4delltechnologies","['time', 'dell', 'technology', 'come', 'close', 'late', 'august', 'wanted', 'take', 'chance', 'thank', 'folk', 'gave', 'opportunity', 'learn', 'grow', 'engineer', 'given', 'chance', 'return', 'next', 'august', 'delltechnologies', 'graduate', 'software', 'engineer', 'major', 'thanks', 'team', 'constant', 'support', 'guidance', 'creating', 'positive', 'environment', 'work', 'learning', 'new', 'development', 'framework', 'language', 'teamwork', 'skill', 'gave', 'much', 'insight', 'tackling', 'part', 'graduate', 'program', 'wait', 'reconnect', 'opportunity', 'learning', 'professional', 'level', 'like', 'thank', 'organizer', 'dell', 'hackathon', 'giving', 'space', 'network', 'intern', 'within', 'organisation', 'fellow', 'grad', 'wait', 'meet', 'hopefully', 'work', 'also', 'like', 'thank', 'teammate', 'intern', 'core', 'social', 'team', 'attended', 'social', 'event', 'partook', 'assisted', 'organising', 'learning', 'aspect', 'business', 'life', 'perspective', 'spoke', 'feel', 'invaluable', 'part', 'learning', 'wellbeing', 'great', 'part', 'organisation', 'provided', 'chance', 'learn', 'grow', 'time', 'within', 'near', 'six', 'month', 'next', 'year', 'graduate', 'iwork', 'delltechnologies']",115,14,0,0.12
17,"I am Dell-ighted to announce I have been selected to work with Dell Technologies, as a Summer Intern.
    After a gruelling 3 days of no sleep and round the clock work, me and my team Zain Kazimi Sushmita Sadhwan Ronak Modi and Himanshu Pathak
    was one of the most appreciated team in Dell's prestigious Hackathon ""Hack 2 Hire"".
    I am gracious to Omkar Dave Arjun Aghera Snehal Raj Shourya Kumar Chirania Aryan Mahesh Verma Vatsal Gupta and Pratik Jain for supporting me throughout the journey.
    I'd like to thank Rajveer Singh Shekhawat sir, Subhash Handa sir, Ankit Mundra sir and Dr. Pankaj Vyas Sir for their constant support and guidance.

    I wish to inspire my juniors and the open source community and in that spirit I have uploaded our project to my GitHub.
    (Link: https://lnkd.in/d8JsjWFM)","['dell', 'ighted', 'announce', 'selected', 'work', 'dell', 'technology', 'summer', 'intern', 'gruelling', 'day', 'sleep', 'round', 'clock', 'work', 'team', 'zain', 'kazimi', 'sushmita', 'sadhwan', 'ronak', 'modi', 'himanshu', 'pathak', 'one', 'appreciated', 'team', 'dell', 'prestigious', 'hackathon', 'hack', 'hire', 'gracious', 'omkar', 'dave', 'arjun', 'aghera', 'snehal', 'raj', 'shourya', 'kumar', 'chirania', 'aryan', 'mahesh', 'verma', 'vatsal', 'gupta', 'pratik', 'jain', 'supporting', 'throughout', 'journey', 'like', 'thank', 'rajveer', 'singh', 'shekhawat', 'sir', 'subhash', 'handa', 'sir', 'ankit', 'mundra', 'sir', 'dr', 'pankaj', 'vyas', 'sir', 'constant', 'support', 'guidance', 'wish', 'inspire', 'junior', 'open', 'source', 'community', 'spirit', 'uploaded', 'project', 'github', 'link', 'http', 'lnkd', 'jsjwfm']",85,11,1,0.12
18,DeLL GLOBAL ISG HACKATHON,"['dell', 'global', 'isg', 'hackathon']",4,0,0,0.0
19,"I am delighted to announce my team participating in the Dell technologies hackathon ""Hacktrick 22"". Finally, we are in the final phase.

    #delltechnologies #problemsolving #artficialintelligence #machinelearning #computervision #hackathon2022 #hacktick","['delighted', 'announce', 'team', 'participating', 'dell', 'technology', 'hackathon', 'hacktrick', 'finally', 'final', 'phase', 'delltechnologies', 'problemsolving', 'artficialintelligence', 'machinelearning', 'computervision', 'hackathon', 'hacktick']",18,1,0,0.06
20,"I'm happy to announce that I'm in the final phase of Dell Hacktrick hackathon 2022.
    It is a good experience in reinforcement learning and how to make the agents learn form their mistakes .
    #Hacktrick
    #DellTechHackathon","['happy', 'announce', 'final', 'phase', 'dell', 'hacktrick', 'hackathon', 'good', 'experience', 'reinforcement', 'learning', 'make', 'agent', 'learn', 'form', 'mistake', 'hacktrick', 'delltechhackathon']",18,2,1,0.06
21,"Hello Connection ,
    My first recognition in Cognizant !!
    Glad to participated & received the rewards to presented my idea as prototype from EAS- Integration Factory Team in Dell Boomi Hackathon 2021.
    Great Explore on Dell Boomi :)
    Special Thanks to Associate Director - Subrato Kundu
    #cognizant
    #dellboomi","['hello', 'connection', 'first', 'recognition', 'cognizant', 'glad', 'participated', 'received', 'reward', 'presented', 'idea', 'prototype', 'ea', 'integration', 'factory', 'team', 'dell', 'boomi', 'hackathon', 'great', 'explore', 'dell', 'boomi', 'special', 'thanks', 'associate', 'director', 'subrato', 'kundu', 'cognizant', 'dellboomi']",31,3,0,0.1
22,"It gives me immense pleasure to inform that we successfully completed our first ever Dell Federal Hackathon #HackQuest. It was a great learning experience and an exciting journey of 8 weeks, collaborating with the Dell Federal teams globally.  

    Kudos to all the participants for sharing their bright ideas and Congratulations to all the winners.  

    I would like to thank all the judges, Apurba Biswas & Vibha Hegde for helping to organize such an amazing event and I would also like to thank Pete Frank for giving me the opportunity to lead this innovative initiative #HackQuest

    Keep Hacking!

    #delltechnologies #iwork4dell #hackathon #opportunity #learning #experience #event #HackQuest","['give', 'immense', 'pleasure', 'inform', 'successfully', 'completed', 'first', 'ever', 'dell', 'federal', 'hackathon', 'hackquest', 'great', 'learning', 'experience', 'exciting', 'journey', 'week', 'collaborating', 'dell', 'federal', 'team', 'globally', 'kudos', 'participant', 'sharing', 'bright', 'idea', 'congratulation', 'winner', 'would', 'like', 'thank', 'judge', 'apurba', 'biswas', 'vibha', 'hegde', 'helping', 'organize', 'amazing', 'event', 'would', 'also', 'like', 'thank', 'pete', 'frank', 'giving', 'opportunity', 'lead', 'innovative', 'initiative', 'hackquest', 'keep', 'hacking', 'delltechnologies', 'iwork', 'dell', 'hackathon', 'opportunity', 'learning', 'experience', 'event', 'hackquest']",65,17,0,0.26
23,"I’m elated to share that I’m starting a new position as a Digital Intern(Quality Assurance) at Dell Technologies

    I won Dell's flagship hackathon ""Hack2Hire"" at MUJ.

    I would like to thank my teammates Raghav Bhardwaj, Nityaa Kalra, Devansh Govil, Drishika Jain for supporting me through the Hackathon process.

    I'd also like to thank the Department of Information Technology, MUJ for helping me throughout this opportunity.

    I'm looking forward to gaining valuable skills and experience from this internship.

    #intern #informationtechnology #qualityassurance","['elated', 'share', 'starting', 'new', 'position', 'digital', 'intern', 'quality', 'assurance', 'dell', 'technology', 'dell', 'flagship', 'hackathon', 'hack', 'hire', 'muj', 'would', 'like', 'thank', 'teammate', 'raghav', 'bhardwaj', 'nityaa', 'kalra', 'devansh', 'govil', 'drishika', 'jain', 'supporting', 'hackathon', 'process', 'also', 'like', 'thank', 'department', 'information', 'technology', 'muj', 'helping', 'throughout', 'opportunity', 'looking', 'forward', 'gaining', 'valuable', 'skill', 'experience', 'internship', 'intern', 'informationtechnology', 'qualityassurance']",52,11,1,0.19
24,"Our team is qualified to the (top 16) knockout phase in the Dell Technologies Hackathon.
    Please wish us the best of luck.
    Cluster-phobia tream.
    #Hacktrick","['team', 'qualified', 'top', 'knockout', 'phase', 'dell', 'technology', 'hackathon', 'please', 'wish', 'u', 'best', 'luck', 'cluster', 'phobia', 'tream', 'hacktrick']",17,4,1,0.18
25,"I am glad to announce that my team has qualified as one of the top 39 student teams participating in Hacktrick’22 Hackathon by Dell 🎉
    Thanks, Dell Technologies for the amazing package ❤️
    I am excited to do great work with my teammates 
    Abdulaziz Alamri Elshimaa Betah Akram Fahim Ahmed Hatem
    #Hacktrick #DellTechHackathon","['glad', 'announce', 'team', 'qualified', 'one', 'top', 'student', 'team', 'participating', 'hacktrick', 'hackathon', 'dell', 'thanks', 'dell', 'technology', 'amazing', 'package', 'excited', 'great', 'work', 'teammate', 'abdulaziz', 'alamri', 'elshimaa', 'betah', 'akram', 'fahim', 'ahmed', 'hatem', 'hacktrick', 'delltechhackathon']",31,7,0,0.23
26,"I am happy to share that my team has been selected among the top 39 teams who will be participating in Hacktrick Hackathon.

    Thanks Dell Technologies for this amazing gift 🎁

    #Hacktrick
    #DellTechHackathon","['happy', 'share', 'team', 'selected', 'among', 'top', 'team', 'participating', 'hacktrick', 'hackathon', 'thanks', 'dell', 'technology', 'amazing', 'gift', 'hacktrick', 'delltechhackathon']",17,3,0,0.18
27,"For the third day of dell technologies hackathon #hacktrick I’m very proud of my team we got a score 990 which made us only 2 steps from the highest score which is 1020 knowing that we brought a higher score than one of the top 3 teams who participated in the previous year’s hackathon
    And expect more 🔥🔥🔥

    #DellTechHackthon
    #hackathon #team
    Mahmoud Abdrabo Eiad Essam Omar Alaskndrani Omar Sawan Karim Badreldeen","['third', 'day', 'dell', 'technology', 'hackathon', 'hacktrick', 'proud', 'team', 'got', 'score', 'made', 'u', 'step', 'highest', 'score', 'knowing', 'brought', 'higher', 'score', 'one', 'top', 'team', 'participated', 'previous', 'year', 'hackathon', 'expect', 'delltechhackthon', 'hackathon', 'team', 'mahmoud', 'abdrabo', 'eiad', 'essam', 'omar', 'alaskndrani', 'omar', 'sawan', 'karim', 'badreldeen']",40,2,0,0.05
